EMPLOYEE_KEY,EMP_CODE,EMP_FIRSTNAME,EMP_LASTNAME,EMP_SALARY,SALARY_CURRENCY,EMP_GENDER_CODE,EMP_COUNTRYOFBIRTH_CODE,EMP_BIRTH_DATE,EMP_SENIORITY_DATE
EMP_132242,132242,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-15,2021-10-01
EMP_121962,121962,acumuladores,traspaso,150000.0,EUR,1,ESP,1970-01-15,2020-04-25
EMP_436,436,richard,peterson,,,1,   ,1971-03-23,1995-12-01
EMP_120,120,elizabeth,keegan,2487600.0,EUR,1,GBR,1980-05-07,2014-11-14
EMP_122,122,jan,nick,400000.0,EUR,2,   ,1970-01-01,2014-04-01
EMP_125,125,alex,edouard,,,1,FRA,1980-12-12,2014-01-01
EMP_117462,117462,uno,finiquito,200000.0,EUR,2,ESP,1970-01-15,2020-08-02
EMP_243,243,timothy,russo,500000.0,EUR,1,   ,1971-02-01,1999-01-01
EMP_424,424,robert,catapano,5500000.0,EUR,1,   ,1949-12-01,2006-01-01
EMP_425,425,bettys,dassow,200000.0,EUR,2,   ,1955-06-15,1993-04-01
EMP_428,428,robert,beane,,,1,   ,1954-05-21,2017-03-27
EMP_161851,161851,nueva,bonificaicon,1000000.0,EUR,2,ESP,1970-01-15,2023-01-01
EMP_161951,161951,beact matepruebas,contr mater,,,2,ESP,1980-01-01,2023-04-01
EMP_128090,128090,yvonne,gendarme,168000.0,EUR,2,BEL,2003-02-09,
EMP_128094,128094,niels,annoot,250000.0,EUR,1,BEL,1960-12-30,
EMP_128098,128098,michel,pcatermtroisiemmois,401200.0,EUR,1,BEL,1985-03-30,2007-01-01
EMP_129642,129642,cambio estatus,cret,250000.0,EUR,2,ESP,2020-01-15,2021-01-01
EMP_130325,130325,juliette,graham,130000.0,EUR,2,FRA,1988-08-01,2020-01-01
EMP_130482,130482,it y mat,alta,150000.0,EUR,1,ESP,1971-01-31,2021-07-01
EMP_131082,131082,para me,prueba,100000.0,EUR,1,ESP,1970-01-01,2021-09-19
EMP_52228,52228,pierre,dupont,200000.0,   ,1,   ,1970-01-01,2015-01-01
EMP_135662,135662,pp,para,100000.0,EUR,1,ESP,1970-01-01,2021-01-01
EMP_121382,121382,test,mouna,650000.0,   ,2,CHE,1996-07-11,2020-06-01
EMP_137222,137222,aaaa,aaaa,250000.0,EUR,2,ESP,1970-01-31,2022-04-14
EMP_137322,137322,frptestdec,frptestdec,300098.0,EUR,1,   ,1989-08-09,2020-01-01
EMP_122982,122982,testtt,mokhles,,,1,FRA,1990-01-01,2019-01-01
EMP_128902,128902,laboral,relacion,100000.0,EUR,1,ESP,1970-01-01,2021-07-01
EMP_126462,126462,cti 6,contractuel,,,1,FRA,1988-08-08,2017-01-01
EMP_126523,126523,testt cir evol,testt cir evol,,,1,FRA,1994-10-20,2018-01-01
EMP_138863,138863,uno,minimo,30000.0,EUR,2,ESP,1970-01-15,2022-05-01
EMP_132742,132742,,,300000.0,   ,,,,
EMP_133282,133282,pss,pss,400000.0,EUR,1,FRA,1968-10-15,2021-01-01
EMP_133322,133322,test,test,,,1,FRA,1968-05-15,2020-01-01
EMP_122646,122646,,,,,,,,
EMP_137962,137962,cosp,cosp,,,1,FRA,1961-11-01,2020-01-01
EMP_118182,118182,baja dia,alta,250000.0,EUR,2,ESP,1970-01-15,2020-01-25
EMP_122722,122722,maternidad,para,100000.0,EUR,1,ESP,1970-01-01,2020-01-01
EMP_117986,117986,michelle,blanc,450000.0,EUR,1,BEL,1976-11-09,
EMP_123102,123102,sft,demo,,,1,FRA,1988-08-08,2020-01-01
EMP_137,137,dedicated,sales,100000.0,EUR,1,   ,1970-10-10,2015-01-01
EMP_143,143,bobby,houghton,401000.0,EUR,1,ARG,1978-05-05,2014-11-14
EMP_143,143,bobby,houghton,2487600.0,EUR,1,ARG,1978-05-05,2014-11-14
EMP_144,144,lawrence,gascoigne,2891200.0,EUR,1,GBR,1980-05-05,2014-11-14
EMP_432,432,cynthia,brideau,,,2,   ,1965-09-03,1992-12-01
EMP_117742,117742,chis,berthold,,,1,DEU,1980-01-01,2016-01-01
EMP_120902,120902,mohsen4,test4,380000.0,EUR,1,   ,1977-11-20,2019-12-01
EMP_120663,120663,test dmfappl3,duchemin,200000.0,EUR,1,BEL,1974-09-29,
EMP_120665,120665,test dmfappl5,duchemin,200000.0,EUR,1,BEL,1974-09-29,
EMP_120667,120667,candide,student,200000.0,EUR,1,BEL,1974-09-29,
EMP_120670,120670,prenom,nom,200000.0,EUR,1,BEL,1991-02-01,
EMP_115782,115782,hopayra21,mokhles,,,1,FRA,1990-01-01,2012-01-01
EMP_117362,117362,nueva,bonificacion,100000.0,EUR,2,ESP,1970-01-15,2018-06-14
EMP_121282,121282,hs 02,test,,,1,FRA,1988-08-09,2020-12-01
EMP_124172,124172,manel,2 tl ident,250000.0,EUR,2,BEL,1984-03-03,2008-01-01
EMP_124173,124173,albert,changtpstravailmemmois,230000.0,EUR,1,BEL,1989-10-05,2007-01-01
EMP_137522,137522,calculo,nuevo,80000.0,EUR,2,ESP,1970-01-15,2022-04-16
EMP_124362,124362,ifc20,mokhles20,,,1,FRA,1990-01-01,2019-01-01
EMP_125222,125222,retroactiva,baja,160000.0,EUR,2,ESP,1970-01-15,2020-01-01
EMP_124152,124152,robert,complindemnity,250000.0,EUR,1,BEL,1958-06-02,2008-01-01
EMP_124154,124154,niels,annoot,250000.0,EUR,1,BEL,1960-09-30,
EMP_126802,126802,michaela,kurz,700000.0,EUR,2,DEU,1990-02-08,2021-01-01
EMP_126862,126862,ijss,ijss,,,1,FRA,1968-10-15,2021-01-01
EMP_133542,133542,dupont,alexis,300000.0,EUR,1,   ,1978-01-01,2020-01-01
EMP_133662,133662,titulaire,test,,,1,FRA,1972-11-15,2020-01-01
EMP_154631,154631,it,con,250000.0,EUR,2,ESP,1970-01-15,2022-12-01
EMP_154711,154711,calculo,nuevo,200000.0,EUR,2,ESP,1970-01-15,2022-02-24
EMP_154851,154851,caclu,nuevo,200000.0,EUR,2,ESP,1970-01-15,2022-01-10
EMP_149431,149431,transformacion,con,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_151071,151071,test,dhouha,,,2,FRA,1968-10-15,2022-09-01
EMP_152371,152371,test hsup,test hsup,,,1,FRA,1968-10-15,2021-10-01
EMP_149111,149111,as fam 22,test,,,1,FRA,1988-08-08,2022-01-01
EMP_149332,149332,sal2,sal2,500000.0,EUR,1,BEL,1970-01-01,
EMP_149511,149511,345,modelo,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_131622,131622,mat,para,100000.0,EUR,1,ESP,1970-01-01,2021-01-01
EMP_153222,153222,stagiaire redacteur,rsu,,,1,FRA,1990-01-01,2011-01-01
EMP_153225,153225,integration directe adj,rsu,,,2,FRA,1990-01-01,2011-01-01
EMP_153671,153671,hs,test,,,1,FRA,1988-08-08,2022-12-01
EMP_150472,150472,sindicato,con,200000.0,EUR,1,ESP,1970-01-15,2022-01-01
EMP_154993,154993,cdd collab cabinet,rsu,,,1,FRA,1992-01-01,2021-01-01
EMP_154998,154998,cdd vacataire,rsu,,,1,FRA,1975-01-01,2021-01-01
EMP_154231,154231,vacaciones,con,200000.0,EUR,2,ESP,1970-01-15,2022-12-01
EMP_154911,154911,julia,julia,200000.0,   ,2,CHE,1996-01-10,2023-01-01
EMP_155032,155032,rsu,zrsu,,,1,FRA,1990-01-01,2021-01-01
EMP_151371,151371,kiko,kiko,,,1,FRA,1988-01-01,2022-11-11
EMP_151391,151391,real,horario,200000.0,EUR,2,ESP,1970-01-15,2022-05-29
EMP_137842,137842,xemelios,test1,,,1,FRA,1961-12-31,2015-01-01
EMP_138063,138063,bou okkez,asma,200000.0,EUR,2,FRA,1980-01-01,2022-07-01
EMP_138065,138065,bou okkez,eya,200000.0,EUR,2,FRA,1980-01-01,2020-01-06
EMP_155034,155034,rsu,zrsu,,,1,FRA,1990-01-01,2021-01-01
EMP_155039,155039,rsu,zrsu,,,1,FRA,1990-01-01,2021-01-01
EMP_151611,151611,retroactivo,finiquito,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_151731,151731,rihem,saadaoui,1000000.0,   ,2,CHE,2000-12-31,2021-12-01
EMP_151711,151711,contrato,cambio,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_129385,129385,nizar,ben brahim,,,1,   ,1994-09-08,
EMP_135848,135848,candide,student,200000.0,EUR,1,BEL,1975-12-29,
EMP_155023,155023,rsu,zrsu,,,1,FRA,1990-01-01,2021-01-01
EMP_155029,155029,rsu,zrsu,,,1,FRA,1990-01-01,2021-01-01
EMP_321,321,rym,makhlouf,1000.0,   ,2,CHE,1990-10-10,2021-01-01
EMP_144671,144671,fdi,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_145071,145071,testlux,souhir,,,2,   ,1994-08-15,2020-04-01
EMP_145791,145791,indicador,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_149231,149231,ahmed,ahmed,1000000.0,   ,1,CHE,1980-01-01,2020-01-01
EMP_149791,149791,xxx,xx,450000.0,EUR,2,BEL,1999-01-01,
EMP_149891,149891,test,test,,,1,FRA,1988-08-08,2022-01-01
EMP_150171,150171,pagas,cambio,250000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_135854,135854,niels,annoot,250000.0,EUR,1,BEL,1961-09-30,
EMP_136102,136102,test vp22,test,,,1,FRA,1988-08-08,2019-01-01
EMP_209,209,pierre,complindemnity,200000.0,EUR,1,BEL,1959-09-02,2008-01-01
EMP_147172,147172,nomina,con,200000.0,EUR,1,ESP,1970-01-31,2022-06-20
EMP_148451,148451,judicial,retencion,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_136182,136182,alta,para,100000.0,EUR,1,ESP,1970-01-01,2021-01-01
EMP_140002,140002,test,test,,,1,FRA,1988-08-08,2021-01-01
EMP_140164,140164,test,conj,,,2,FRA,1993-05-20,2020-01-01
EMP_217,217,gilles,pcaencourmois3,300900.0,EUR,1,BEL,1989-01-27,2008-01-01
EMP_220,220,denis,pca4encoursmois1,200000.0,EUR,1,BEL,1984-03-12,2008-01-01
EMP_145131,145131,calculo,nuevo,150000.0,EUR,2,ESP,1970-01-15,2022-01-15
EMP_145651,145651,nv,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_146031,146031,dossier 1,télétravail,500000.0,EUR,1,FRA,1980-01-01,2022-01-01
EMP_146491,146491,fijdis,para,100000.0,EUR,1,ESP,1970-01-01,2022-04-02
EMP_140224,140224,calculo,nuevo,150000.0,EUR,2,ESP,1970-01-15,2021-01-10
EMP_143451,143451,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_145441,145441,dupont,alex,300000.0,EUR,1,FRA,1980-01-01,2022-07-06
EMP_146971,146971,test,rakya,3500000.0,   ,2,MAR,1997-07-16,2020-01-02
EMP_147291,147291,marc,test,,,1,MAR,1990-01-01,2022-09-01
EMP_245,245,vincent,changcleltmememois,250000.0,EUR,1,BEL,1990-02-01,2007-01-01
EMP_147151,147151,rami,tom,350000.0,EUR,1,FRA,1980-12-22,2022-01-01
EMP_150511,150511,tramos,fijo,150000.0,EUR,1,ESP,1970-01-12,2022-09-01
EMP_150971,150971,certifica,fijo disco,100000.0,EUR,1,ESP,1970-01-01,2021-11-01
EMP_151031,151031,contrato,cambio,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_151871,151871,test dmfàààppl1,duchemin,209900.0,EUR,1,BEL,1976-09-29,
EMP_144832,144832,test23,test23,200000.0,EUR,1,MAR,1970-01-01,2021-01-01
EMP_144851,144851,tom,tom,3500.0,   ,1,   ,1975-03-16,2012-03-15
EMP_144951,144951,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_147411,147411,isabellem,dupontm,350000.0,EUR,2,   ,1970-01-01,2014-10-01
EMP_151671,151671,francesc,alain,15300000.0,   ,1,CHE,1987-02-01,2019-01-01
EMP_151881,151881,prenom,nom,200000.0,EUR,1,BEL,1993-02-01,
EMP_151886,151886,jean,pcaterminerpremiermois,400000.0,EUR,1,BEL,1962-10-02,2007-01-01
EMP_151887,151887,vincent,pcatermdeuxiemmois,421300.0,EUR,1,BEL,1988-11-28,2007-01-01
EMP_151887,151887,vincent,pcatermdeuxiemmois,400000.0,EUR,1,BEL,1988-11-28,2007-01-01
EMP_144651,144651,fdi,para,100000.0,EUR,1,ESP,1970-01-01,2022-04-01
EMP_146291,146291,ernest,tom,440000.0,EUR,1,FRA,1980-12-22,2021-07-28
EMP_146431,146431,cockpit,para,100000.0,EUR,1,ESP,1970-01-01,2022-07-01
EMP_151888,151888,michel,pcatermtroisiemmois,401200.0,EUR,1,BEL,1986-09-30,2007-01-01
EMP_151891,151891,gilles,pcaencourmois3,300000.0,EUR,1,BEL,1989-07-27,2008-01-01
EMP_146656,146656,test dmfappl5,duchemin,200000.0,EUR,1,BEL,1976-06-29,
EMP_146657,146657,jean,rttsimult,200000.0,EUR,1,BEL,1976-06-29,
EMP_146659,146659,test dmfappl9,multicontrat,209900.0,EUR,1,BEL,1976-12-11,
EMP_147931,147931,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-31,2022-01-01
EMP_148231,148231,irpf it,para,250000.0,EUR,2,ESP,1970-01-15,2022-11-01
EMP_148331,148331,test hsupp,test hsupp,,,1,FRA,1968-10-15,2022-05-01
EMP_148471,148471,recibo,ruptura,250000.0,EUR,2,ESP,1970-01-31,2022-02-03
EMP_148751,148751,calculo,nuevo,100000.0,EUR,2,ESP,1970-01-15,2022-08-01
EMP_144131,144131,calculo,nuevo,200000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_146831,146831,cmd,para,200000.0,EUR,1,ESP,1970-01-31,2022-10-01
EMP_145331,145331,sindicato,con,250000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_150891,150891,prorroga,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_151893,151893,christine veronique,girondon,160000.0,EUR,2,BEL,2003-03-06,2008-01-01
EMP_146664,146664,niels,annoot,250000.0,EUR,1,BEL,1962-03-30,
EMP_146665,146665,dmfa036,pca mediccourstrim,200000.0,EUR,2,BEL,2005-05-04,
EMP_146669,146669,joseph,pcaencourspremmois,400000.0,EUR,1,BEL,1982-01-12,2008-01-01
EMP_149971,149971,may,xx,450000.0,EUR,2,BEL,1999-01-01,
EMP_146678,146678,carla,pca medic start1jtrim,186000.0,EUR,2,BEL,1980-08-28,2007-01-01
EMP_150211,150211,xxx,imene,450000.0,EUR,2,BEL,1999-01-01,
EMP_150331,150331,calculo,nuevo,200000.0,EUR,2,ESP,1970-01-31,2022-01-01
EMP_150433,150433,test,souhir,,,2,FRA,1994-08-15,2022-04-01
EMP_150591,150591,ass fam,test,,,1,FRA,1988-08-08,2022-01-01
EMP_148152,148152,,,210000.0,   ,,,,
EMP_151909,151909,francois,pcacompenspar,200000.0,EUR,1,BEL,1986-11-20,2008-01-01
EMP_151910,151910,sam,leblond,350000.0,EUR,1,BEL,1969-04-15,
EMP_151912,151912,michelle,blanc,450000.0,EUR,1,BEL,1979-02-09,
EMP_152031,152031,test hsup,test hsup,,,1,FRA,1968-10-15,2021-10-01
EMP_159351,159351,fijo discontinuo,pruebas,200000.0,EUR,2,ESP,1970-01-15,2023-01-01
EMP_146991,146991,jl,rakya,350000.0,   ,2,MAR,1997-01-16,2017-11-02
EMP_144791,144791,tom,tom,3500.0,   ,1,   ,1975-03-16,2012-03-15
EMP_148275,148275,marie,thomas,350000.0,EUR,2,FRA,1977-08-09,2021-01-01
EMP_152511,152511,mc sucesivas,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_152575,152575,testffb,testffb,,,1,TUN,2022-01-02,
EMP_152611,152611,test hs,test hs,,,1,FRA,1968-10-15,2021-10-01
EMP_152331,152331,discontinuo,fijo,220000.0,EUR,2,ESP,1971-03-31,2022-01-01
EMP_148411,148411,fd,varios con,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_148491,148491,monji,slim,3000000.0,   ,1,CHE,1975-01-01,2018-03-25
EMP_152812,152812,test hsa,test hs,,,1,FRA,1968-10-15,2021-10-01
EMP_153651,153651,maternidad,fijodis,210000.0,EUR,2,ESP,1970-01-15,2022-01-03
EMP_153651,153651,maternidad,fijodis,200000.0,EUR,2,ESP,1970-01-15,2022-01-03
EMP_148191,148191,ass fam 20,test,,,1,FRA,1988-08-08,2022-01-01
EMP_121462,121462,sheryl,sandberg,8000000.0,EUR,2,USA,1980-01-01,2020-01-01
EMP_121782,121782,ghorbel,ahmed,400000.0,   ,1,DEU,1970-01-15,2020-01-01
EMP_130205,130205,meher,pca4termmois1,340000.0,EUR,1,BEL,1963-09-08,2007-01-01
EMP_130205,130205,meher,pca4termmois1,300000.0,EUR,1,BEL,1963-09-08,2007-01-01
EMP_124903,124903,ere,nuevo,150000.0,EUR,2,ESP,1970-01-15,2020-01-01
EMP_135602,135602,afi ere,para,100000.0,EUR,1,ESP,1970-01-01,2021-01-01
EMP_158791,158791,calculo,nuevo,200000.0,EUR,2,ESP,1970-01-31,2022-01-01
EMP_142222,142222,calculo,nuevo,100000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_138022,138022,contrato,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_135742,135742,acuerdos una,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_138263,138263,tres,bases,50000.0,EUR,2,ESP,1970-01-15,2022-04-14
EMP_142742,142742,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-15,2022-01-18
EMP_136662,136662,inferior,cotizacion,250000.0,EUR,1,ESP,1970-01-31,2021-12-27
EMP_138062,138062,meriam,kri,250000.0,EUR,2,BEL,1993-02-21,
EMP_138126,138126,bouokkez,eya,200000.0,EUR,2,FRA,1998-07-19,2020-09-08
EMP_138344,138344,test,test echelon 06,,,1,FRA,1968-10-15,2019-09-01
EMP_141642,141642,assfam,test,,,1,FRA,1988-09-01,2016-01-01
EMP_136922,136922,cambio,formatvio,250000.0,EUR,2,ESP,1970-01-15,2022-04-16
EMP_136982,136982,majoration,test bonification,,,1,FRA,1990-01-01,2021-01-01
EMP_122442,122442,nuevo,trasfronterizo,200000.0,EUR,2,ESP,1970-01-15,2020-01-01
EMP_118034,118034,joseph,pcaencourspremmois,400000.0,EUR,1,BEL,1980-01-12,2008-01-01
EMP_125422,125422,cti,test2,,,1,FRA,1988-08-09,2020-08-01
EMP_142722,142722,parcial,maternidad,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_141502,141502,sabine,schmitt,374500.0,EUR,2,DEU,1962-05-21,2021-07-01
EMP_136303,136303,alta,para,100000.0,EUR,1,ESP,1980-01-01,2021-01-01
EMP_136502,136502,dosmil,formativo,250000.0,EUR,2,ESP,2020-01-15,2022-01-01
EMP_134583,134583,borhene,tabboubi,,,1,TUN,2001-01-10,
EMP_134622,134622,sr abt cum,test,,,1,FRA,1988-08-08,2017-01-01
EMP_135865,135865,meher,pca4termmois1,200000.0,EUR,1,BEL,1964-03-08,2007-01-01
EMP_135868,135868,carla,pca medic start1jtrim,186000.0,EUR,2,BEL,1980-02-28,2007-01-01
EMP_115942,115942,test,test,300000.0,EUR,1,   ,1980-01-01,2019-08-03
EMP_139482,139482,cra,para,150000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_141702,141702,imene,onss,610000.0,EUR,1,BEL,1990-01-01,
EMP_141562,141562,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_142562,142562,llamamientos,acciones,100000.0,EUR,1,ESP,1970-01-01,2022-06-01
EMP_140542,140542,sadq,qda,100000.0,EUR,2,ESP,2020-01-15,2022-01-01
EMP_135872,135872,manel,2 tl ident,250000.0,EUR,2,BEL,1985-03-03,2008-01-01
EMP_135874,135874,vincent,changcleltmememois,250000.0,EUR,1,BEL,1989-11-01,2007-01-01
EMP_134702,134702,ajustado,diario,250000.0,EUR,2,ESP,1971-01-15,2021-01-01
EMP_134742,134742,hotline,test,,,1,   ,1988-10-05,
EMP_139682,139682,fijdis,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-15
EMP_158811,158811,robert,daspet,500000.0,   ,1,CHE,1990-09-03,2023-02-01
EMP_135877,135877,meriam,pca tot codetrav courtrim,110000.0,EUR,2,BEL,1985-03-18,2008-01-01
EMP_135879,135879,francois,pcacompenspar,200000.0,EUR,1,BEL,1986-02-20,2008-01-01
EMP_135880,135880,alain,pcacompenspar,200000.0,EUR,1,BEL,1986-02-20,2008-01-01
EMP_138742,138742,calculo,nuevo,150000.0,EUR,2,ESP,1970-01-15,2021-01-01
EMP_122762,122762,numero,sin,100000.0,EUR,1,ESP,1970-01-01,2020-01-01
EMP_117622,117622,x,x,400000.0,EUR,1,BEL,1955-08-12,2020-04-01
EMP_118025,118025,yvonne,gendarme,168000.0,EUR,2,BEL,2002-05-09,
EMP_118027,118027,robert,complindemnity,200000.0,EUR,1,BEL,1957-12-02,2008-01-01
EMP_118035,118035,patrick,pcaencourdeuxiemmois,200000.0,EUR,1,BEL,1979-05-04,2008-01-01
EMP_118038,118038,christine veronique,girondon,160000.0,EUR,2,BEL,2000-12-06,2008-01-01
EMP_118039,118039,denis,pca4encoursmois1,345000.0,EUR,1,BEL,1982-06-12,2008-01-01
EMP_118040,118040,meher,pca4termmois1,340000.0,EUR,1,BEL,1962-09-08,2007-01-01
EMP_143093,143093,calculo,nuevo,250000.0,EUR,2,ESP,1970-01-15,2022-05-02
EMP_131722,131722,test,test,,,1,   ,1990-08-01,2021-01-01
EMP_159271,159271,enfermedad,para,100000.0,EUR,1,ESP,1970-01-01,2023-01-01
EMP_115602,115602,nuevo,formativo,200000.0,EUR,2,ESP,1970-01-15,2020-01-01
EMP_123002,123002,test001,mokhles,,,1,FRA,1990-01-01,2015-01-01
EMP_141942,141942,revenu,1revenu,250000.0,EUR,2,ABW,1999-01-01,
EMP_118044,118044,nicolas,pca mediccourstrim,220000.0,EUR,1,BEL,1978-01-28,2008-01-01
EMP_118047,118047,manel,2 tl ident,300000.0,EUR,2,BEL,1983-09-03,2008-01-01
EMP_116422,116422,sece01/31,mokhles,,,1,FRA,1990-01-01,2019-01-01
EMP_132224,132224,ahmed,ahmed,400000.0,EUR,1,FRA,1980-01-01,2021-10-01
EMP_142482,142482,tres,fijdes,250000.0,EUR,2,ESP,1970-01-15,2022-01-02
EMP_142582,142582,trsnformacion,para,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_128112,128112,manel,2 tl ident,250000.0,EUR,2,BEL,1984-06-03,2008-01-01
EMP_128114,128114,vincent,changcleltmememois,250000.0,EUR,1,BEL,1989-02-01,2007-01-01
EMP_118028,118028,pierre,complindemnity,250000.0,EUR,1,BEL,1957-12-02,2008-01-01
EMP_117582,117582,evol hs 2,test,,,1,FRA,1988-08-08,2020-01-01
EMP_119022,119022,ahmed,ahmed,300000.0,EUR,1,FRA,1980-01-01,2019-12-01
EMP_119023,119023,mejri,salah,,,1,   ,1992-02-02,2020-10-05
EMP_117342,117342,calculo,nuevo,0.0,   ,2,ESP,1970-01-15,2018-06-14
EMP_120442,120442,españa,banco,150000.0,EUR,1,ESP,1971-01-15,2020-01-01
EMP_142682,142682,retroactivo,finiquito,250000.0,EUR,2,ESP,1970-01-15,2022-03-02
EMP_126122,126122,sab,test,450000.0,EUR,1,FRA,1994-07-28,2021-04-06
EMP_120082,120082,hs rat2,test,,,1,FRA,1988-08-08,2019-12-01
EMP_120782,120782,ap,test,,,1,FRA,2001-08-09,2020-01-01
EMP_128843,128843,fmd,test,,,1,FRA,1988-08-08,2021-03-01
EMP_131224,131224,afi,para,100000.0,EUR,1,ESP,1970-01-01,2021-01-01
EMP_142863,142863,pp,pp,100000.0,EUR,1,ESP,1970-01-01,2022-07-01
EMP_141982,141982,sr 61,test,,,1,FRA,1988-08-08,2021-01-01
EMP_141742,141742,calculo,nuevo,10000.0,EUR,1,ESP,1970-01-31,2022-01-01
EMP_140882,140882,contratos,basico,250000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_120963,120963,test 3,test,,,1,FRA,1995-09-09,2020-09-01
EMP_120982,120982,paul,rifet,225000.0,EUR,1,FRA,1980-01-01,2021-01-01
EMP_118662,118662,konrad,neubauer,450000.0,   ,1,DEU,1982-05-10,2020-01-01
EMP_159111,159111,sustituto,soy,100000.0,EUR,1,ESP,1970-01-01,2022-01-01
EMP_129564,129564,nizar,ben brahim,,,1,   ,1994-09-08,
EMP_129567,129567,nizar,ben brahim,,,1,   ,1994-09-08,
EMP_133882,133882,pss6,pss6,,,1,FRA,1968-10-15,2021-10-01
EMP_134022,134022,pss,pss,,,1,FRA,1968-10-15,2021-10-01
EMP_125902,125902,victoria,vicky,,,2,   ,1980-01-01,
EMP_125922,125922,victoria,manzanal,,,2,   ,1980-01-01,
EMP_123222,123222,contrata,para,100000.0,EUR,1,ESP,1970-01-01,2020-01-01
EMP_124702,124702,una,fie,100000.0,EUR,1,ESP,1970-01-01,2021-02-20
EMP_124722,124722,dos,fie,100000.0,EUR,1,ESP,1970-01-01,2020-01-01
EMP_128062,128062,test dmfàààppl1,duchemin,209900.0,EUR,1,BEL,1975-03-29,
EMP_142182,142182,parcial,maternidad,150000.0,EUR,2,ESP,1970-01-15,2022-01-01
EMP_142802,142802,juni,mayor,250000.0,EUR,2,ESP,1970-01-15,2022-06-05
EMP_142822,142822,mayor,fijo,200000.0,EUR,2,ESP,1970-01-15,2022-06-07
EMP_129942,129942,test,test,,,1,   ,1990-01-01,
EMP_129963,129963,toto,toto,,,2,   ,1980-01-01,
EMP_133822,133822,test,test,,,1,FRA,1988-08-08,2015-01-01
EMP_126382,126382,calculo,nuevo,150000.0,EUR,2,ESP,1970-01-15,2020-01-01
EMP_126402,126402,test citis,test citis,,,1,FRA,1968-10-15,2021-01-01
EMP_128982,128982,extra uno,paga,250000.0,EUR,2,ESP,2020-01-15,2020-03-01
EMP_129282,129282,bbva,caso,250000.0,EUR,2,ESP,2020-01-15,2021-04-01
EMP_128087,128087,jean,rttsimult,200000.0,EUR,1,BEL,1975-03-29,
EMP_116902,116902,delegado,pago,250000.0,EUR,2,ESP,1970-01-15,2020-05-01
EMP_133162,133162,teletravail,test contract,,,1,FRA,1999-10-15,2020-01-01
EMP_134182,134182,gilles,pcaencourmois3,300000.0,EUR,1,BEL,1988-07-27,2008-01-01
EMP_134184,134184,christine veronique,girondon,190000.0,EUR,2,BEL,2002-03-06,2008-01-01
EMP_134184,134184,christine veronique,girondon,160000.0,EUR,2,BEL,2002-03-06,2008-01-01
EMP_134143,134143,pss,pss,,,1,FRA,1968-10-15,2021-10-01
EMP_116162,116162,hopayra055,mokhles,,,1,FRA,1990-01-01,2019-01-01
EMP_116402,116402,contrattest,contrattest,,,1,FRA,1964-12-31,2020-06-01
EMP_129424,129424,samuel,messi,3000000.0,EUR,1,MAR,1989-08-10,2021-01-01
EMP_129482,129482,pp,pp,100000.0,EUR,1,ESP,1970-01-01,2021-07-12
EMP_130193,130193,pierre,complindemnity,200000.0,EUR,1,BEL,1958-12-02,2008-01-01
EMP_119842,119842,zunp,prueba,200000.0,EUR,2,ESP,1970-01-15,2020-02-01
EMP_134167,134167,test dmfappl5,duchemin,200000.0,EUR,1,BEL,1975-09-29,
EMP_134192,134192,sam,leblond,350000.0,EUR,1,BEL,1968-04-15,
EMP_134193,134193,manel,2 tl ident,250000.0,EUR,2,BEL,1984-12-03,2008-01-01
EMP_117862,117862,evol hs 4,test,,,1,FRA,1988-08-19,2020-01-01
